id_pagamento,id_empresa,id_fornecedor,data_emissao,data_vencimento,data_pagamento,valor,categoria,status,data_criacao
162,1,13,2024-05-06,2024-06-20,2024-06-18,65485.93,Impostos,paga,2026-06-19 11:56:24.998762
163,1,8,2024-05-06,2024-06-20,2024-07-25,32742.97,Aluguel,paga,2026-06-19 11:56:24.998762
164,1,7,2024-05-07,2024-05-14,2024-05-16,20464.35,Tecnologia,paga,2026-06-19 11:56:24.998762
165,1,11,2024-05-10,2024-06-09,2024-06-09,24557.22,Marketing,paga,2026-06-19 11:56:24.998762
166,1,10,2024-05-07,2024-06-21,2024-06-21,16371.48,Energia,paga,2026-06-19 11:56:24.998762
167,1,1,2024-05-08,2024-05-29,2024-05-30,79495.28,Compra de Mercadorias,paga,2026-06-19 11:56:24.998762
168,1,11,2024-05-02,2024-05-09,2024-05-09,18395.08,Logística,paga,2026-06-19 11:56:24.998762
169,1,1,2024-05-06,2024-05-21,2024-06-10,497.97,Serviços Terceirizados,paga,2026-06-19 11:56:24.998762
170,1,5,2024-05-06,2024-05-27,2024-05-29,20304.92,Manutenção,paga,2026-06-19 11:56:24.998762
171,1,17,2024-06-03,2024-06-10,2024-06-12,169969.81,Folha de Pagamento,paga,2026-06-19 11:56:24.999766
172,1,9,2024-06-10,2024-07-01,2024-06-30,84984.91,Impostos,paga,2026-06-19 11:56:24.999766
173,1,9,2024-06-06,2024-07-06,2024-07-07,42492.45,Aluguel,paga,2026-06-19 11:56:24.999766
174,1,9,2024-06-03,2024-06-10,2024-06-11,26557.78,Tecnologia,paga,2026-06-19 11:56:24.999766
175,1,10,2024-06-04,2024-06-25,2024-06-25,31869.34,Marketing,paga,2026-06-19 11:56:24.999766
176,1,5,2024-06-03,2024-06-24,2024-06-23,21246.23,Energia,paga,2026-06-19 11:56:24.999766
177,1,13,2024-06-03,2024-06-24,2024-06-22,3368.49,Compra de Mercadorias,paga,2026-06-19 11:56:24.999766
178,1,12,2024-06-03,2024-06-10,2024-06-12,34564.45,Logística,paga,2026-06-19 11:56:24.999766
179,1,18,2024-06-03,2024-06-18,2024-06-16,80424.04,Serviços Terceirizados,paga,2026-06-19 11:56:24.999766
180,1,12,2024-06-03,2024-07-03,2024-07-01,35678.16,Manutenção,paga,2026-06-19 11:56:24.999766
181,1,3,2024-07-01,2024-07-16,2024-07-18,171146.63,Folha de Pagamento,paga,2026-06-19 11:56:25.001271
182,1,3,2024-07-03,2024-08-17,2024-08-16,85573.31,Impostos,paga,2026-06-19 11:56:25.001271
183,1,18,2024-07-08,2024-08-22,2024-08-23,42786.66,Aluguel,paga,2026-06-19 11:56:25.001271
184,1,14,2024-07-08,2024-07-23,2024-07-25,26741.66,Tecnologia,paga,2026-06-19 11:56:25.001271
185,1,17,2024-07-04,2024-08-03,2024-08-05,32089.99,Marketing,paga,2026-06-19 11:56:25.001271
186,1,13,2024-07-10,2024-07-17,2024-07-17,21393.33,Energia,paga,2026-06-19 11:56:25.001271
187,1,12,2024-07-03,2024-08-02,2024-08-01,52116.49,Compra de Mercadorias,paga,2026-06-19 11:56:25.001271
188,1,10,2024-07-10,2024-08-09,2024-08-09,8474.9,Logística,paga,2026-06-19 11:56:25.001271
189,1,6,2024-07-03,2024-08-17,2024-08-15,13717.9,Serviços Terceirizados,paga,2026-06-19 11:56:25.001271
190,1,10,2024-07-05,2024-07-12,2024-07-11,80792.33,Manutenção,paga,2026-06-19 11:56:25.001271
191,1,9,2024-08-07,2024-09-06,2024-09-08,153594.53,Folha de Pagamento,paga,2026-06-19 11:56:25.001271
192,1,2,2024-08-09,2024-08-16,2024-08-14,76797.26,Impostos,paga,2026-06-19 11:56:25.001271
193,1,9,2024-08-05,2024-09-19,2024-09-18,38398.63,Aluguel,paga,2026-06-19 11:56:25.001271
194,1,16,2024-08-05,2024-09-04,2024-09-05,23999.14,Tecnologia,paga,2026-06-19 11:56:25.001271
195,1,5,2024-08-01,2024-08-31,2024-09-01,28798.97,Marketing,paga,2026-06-19 11:56:25.001271
196,1,8,2024-08-05,2024-08-26,2024-08-27,19199.32,Energia,paga,2026-06-19 11:56:25.001271
197,1,6,2024-08-01,2024-08-22,2024-08-21,22453.99,Compra de Mercadorias,paga,2026-06-19 11:56:25.001271
198,1,3,2024-08-12,2024-09-26,2024-09-24,40530.81,Logística,paga,2026-06-19 11:56:25.001271
199,1,6,2024-08-12,2024-09-11,2024-09-12,64035.43,Serviços Terceirizados,paga,2026-06-19 11:56:25.001271
200,1,19,2024-08-05,2024-09-04,2024-09-02,12174.81,Manutenção,paga,2026-06-19 11:56:25.001271
201,1,14,2024-09-03,2024-09-10,2024-09-08,242209.71,Folha de Pagamento,paga,2026-06-19 11:56:25.002774
202,1,6,2024-09-04,2024-10-19,2024-10-20,121104.85,Impostos,paga,2026-06-19 11:56:25.002774
203,1,16,2024-09-09,2024-09-24,2024-09-25,60552.43,Aluguel,paga,2026-06-19 11:56:25.002774
204,1,8,2024-09-02,2024-09-09,2024-09-10,37845.27,Tecnologia,paga,2026-06-19 11:56:25.002774
205,1,3,2024-09-02,2024-09-09,2024-09-08,45414.32,Marketing,paga,2026-06-19 11:56:25.002774
206,1,11,2024-09-05,2024-09-12,2024-09-14,30276.21,Energia,paga,2026-06-19 11:56:25.002774
207,1,10,2024-09-06,2024-09-13,2024-09-12,29352.12,Compra de Mercadorias,paga,2026-06-19 11:56:25.002774
208,1,14,2024-09-09,2024-10-09,2024-10-07,131167.82,Logística,paga,2026-06-19 11:56:25.002774
209,1,18,2024-09-04,2024-10-04,2024-10-02,48337.14,Serviços Terceirizados,paga,2026-06-19 11:56:25.002774
210,1,12,2024-09-04,2024-10-19,2024-10-18,10645.47,Manutenção,paga,2026-06-19 11:56:25.002774
211,1,7,2024-10-10,2024-10-25,2024-10-24,195370.83,Folha de Pagamento,paga,2026-06-19 11:56:25.003778
212,1,4,2024-10-10,2024-10-17,2024-10-19,97685.41,Impostos,paga,2026-06-19 11:56:25.003778
213,1,1,2024-10-09,2024-11-08,2024-11-06,48842.71,Aluguel,paga,2026-06-19 11:56:25.003778
214,1,15,2024-10-10,2024-10-17,2024-10-19,30526.69,Tecnologia,paga,2026-06-19 11:56:25.003778
215,1,6,2024-10-10,2024-11-24,2024-11-22,36632.03,Marketing,paga,2026-06-19 11:56:25.003778
216,1,5,2024-10-10,2024-10-31,2024-10-29,24421.35,Energia,paga,2026-06-19 11:56:25.003778
217,1,2,2024-10-07,2024-10-14,2024-10-16,57245.48,Compra de Mercadorias,paga,2026-06-19 11:56:25.003778
218,1,1,2024-10-09,2024-10-16,2024-10-16,33170.41,Logística,paga,2026-06-19 11:56:25.003778
219,1,16,2024-10-03,2024-10-10,2024-10-11,68963.8,Serviços Terceirizados,paga,2026-06-19 11:56:25.003778
220,1,18,2024-10-07,2024-10-28,2024-10-29,17675.12,Manutenção,paga,2026-06-19 11:56:25.003778
221,1,17,2024-11-05,2024-11-12,2024-11-13,170928.75,Folha de Pagamento,paga,2026-06-19 11:56:25.005288
222,1,13,2024-11-01,2024-11-22,2024-11-24,85464.37,Impostos,paga,2026-06-19 11:56:25.005288
223,1,4,2024-11-06,2024-11-27,2024-11-29,42732.19,Aluguel,paga,2026-06-19 11:56:25.005288
224,1,13,2024-11-07,2024-11-14,2024-11-14,26707.62,Tecnologia,paga,2026-06-19 11:56:25.005288
225,1,3,2024-11-11,2024-12-11,2024-12-13,32049.14,Marketing,paga,2026-06-19 11:56:25.005288
226,1,18,2024-11-11,2024-12-02,2024-12-01,21366.09,Energia,paga,2026-06-19 11:56:25.005288
227,1,17,2024-11-04,2024-11-11,2024-11-11,76591.37,Compra de Mercadorias,paga,2026-06-19 11:56:25.005288
228,1,16,2024-11-07,2024-12-22,2024-12-20,36267.8,Logística,paga,2026-06-19 11:56:25.005288
229,1,12,2024-11-01,2024-11-22,2024-11-22,332.33,Serviços Terceirizados,paga,2026-06-19 11:56:25.005288
230,1,12,2024-11-07,2024-11-22,2024-11-20,41712.68,Manutenção,paga,2026-06-19 11:56:25.005288
231,1,2,2024-12-02,2025-01-16,2025-01-14,189536.76,Folha de Pagamento,paga,2026-06-19 11:56:25.005791
232,1,6,2024-12-09,2025-01-08,2025-01-09,94768.38,Impostos,paga,2026-06-19 11:56:25.005791
233,1,19,2024-12-06,2024-12-13,2024-12-14,47384.19,Aluguel,paga,2026-06-19 11:56:25.005791
234,1,15,2024-12-09,2024-12-16,2024-12-15,29615.12,Tecnologia,paga,2026-06-19 11:56:25.005791
235,1,3,2024-12-05,2025-01-19,2025-01-21,35538.14,Marketing,paga,2026-06-19 11:56:25.005791
236,1,2,2024-12-04,2024-12-25,2024-12-24,23692.09,Energia,paga,2026-06-19 11:56:25.005791
237,1,12,2024-12-10,2024-12-31,2024-12-29,24582.99,Compra de Mercadorias,paga,2026-06-19 11:56:25.005791
238,1,13,2024-12-05,2025-01-19,2025-02-25,68405.95,Logística,paga,2026-06-19 11:56:25.005791
239,1,17,2024-12-03,2024-12-24,2024-12-23,72454.33,Serviços Terceirizados,paga,2026-06-19 11:56:25.005791
